suit_INclass834, 0.0
suit_INclass906, 0.9997409712160713
plane_INclass404, 0.9918504147835528
eagle_INclass22, 0.0
eagle_INclass21, 0.0
horse_INclass339, 0.0
horse_INclass603, 0.0
bike_INclass444, 0.0
bike_INclass665, 0.0
bike_INclass671, 0.0
bike_INclass612, 0.0
bike_INclass870, 0.0
ship_INclass403, 0.0
ship_INclass628, 0.0
ship_INclass510, 0.0
ship_INclass554, 0.0
ship_INclass625, 0.0
fly_INclass308, 0.0
glasses_INclass836, 0.9946278736066866
glasses_INclass837, 0.0
car_INclass817, 0.0
car_INclass468, 0.0
car_INclass511, 0.0
car_INclass609, 0.0
car_INclass751, 0.0
car_INclass627, 0.0
car_INclass654, 0.0
car_INclass656, 0.0
car_INclass407, 0.0
car_INclass436, 0.0
