exp_name,problem,pc_train,pc_val,lr,num_trainimages,epochs
resnet50_set17_lr0.0003_numtrain100_augment1_epochmult10_v0,17,1.0,0.6892856955528259,0.0003,100,2800
resnet50_set17_lr0.0001_numtrain100_augment1_epochmult10_v0,17,1.0,0.6823214292526245,0.0001,100,2800
resnet50_set17_lr6e-05_numtrain100_augment1_epochmult10_v0,17,1.0,0.6744642853736877,5.9999999999999995e-05,100,2800
resnet50_set18_lr0.0003_numtrain100_augment1_epochmult10_v0,18,1.0,0.9216071367263794,0.0003,100,2800
resnet50_set18_lr0.0001_numtrain100_augment1_epochmult10_v0,18,1.0,0.9217857122421264,0.0001,100,2800
resnet50_set18_lr6e-05_numtrain100_augment1_epochmult10_v0,18,1.0,0.8023214340209961,6e-05,100,2800
resnet50_set19_lr0.0003_numtrain100_augment1_epochmult10_v0,19,1.0,0.5239285826683044,0.0003,100,2800
resnet50_set19_lr0.0001_numtrain100_augment1_epochmult10_v0,19,1.0,0.5230357050895691,0.0001,100,2800
resnet50_set19_lr6e-05_numtrain100_augment1_epochmult10_v0,19,1.0,0.5362499952316284,5.9999999999999995e-05,100,2800
resnet50_set20_lr0.0003_numtrain100_augment1_epochmult10_v0,20,1.0,0.5078571438789368,0.0003,100,2800
resnet50_set20_lr0.0001_numtrain100_augment1_epochmult10_v0,20,1.0,0.5071428418159485,0.0001,100,2800
resnet50_set20_lr6e-05_numtrain100_augment1_epochmult10_v0,20,1.0,0.5098214149475098,6e-05,100,2800
resnet50_set21_lr0.0003_numtrain100_augment1_epochmult10_v0,21,1.0,0.5085714459419249,0.0003,100,2800
resnet50_set21_lr0.0001_numtrain100_augment1_epochmult10_v0,21,1.0,0.5108928680419922,0.0001,100,2800
resnet50_set21_lr6e-05_numtrain100_augment1_epochmult10_v0,21,1.0,0.5087500214576721,5.9999999999999995e-05,100,2800
resnet50_set22_lr0.0003_numtrain100_augment1_epochmult10_v0,22,1.0,0.585178554058075,0.0003,100,2800
resnet50_set22_lr0.0001_numtrain100_augment1_epochmult10_v0,22,1.0,0.6912499666213989,0.0001,100,2800
resnet50_set22_lr6e-05_numtrain100_augment1_epochmult10_v0,22,1.0,0.6675000190734863,6e-05,100,2800
resnet50_set23_lr0.0003_numtrain100_augment1_epochmult10_v0,23,1.0,0.9408928751945496,0.0003,100,2800
resnet50_set23_lr0.0001_numtrain100_augment1_epochmult10_v0,23,1.0,0.8989285826683044,0.0001,100,2800
resnet50_set23_lr6e-05_numtrain100_augment1_epochmult10_v0,23,1.0,0.837142825126648,5.9999999999999995e-05,100,2800
resnet50_set1_lr0.0003_numtrain28000_augment1_epochmult10_v1,1,0.993392825126648,0.9926785826683044,0.0003,28000,10
resnet50_set1_lr0.0001_numtrain28000_augment1_epochmult10_v1,1,0.998535692691803,0.993392825126648,0.0001,28000,10
resnet50_set1_lr6e-05_numtrain28000_augment1_epochmult10_v1,1,0.9978213906288148,0.9903571605682372,6e-05,28000,10
resnet50_set2_lr0.0003_numtrain28000_augment1_epochmult10_v1,2,1.0,1.0,0.0003,28000,10
resnet50_set2_lr0.0001_numtrain28000_augment1_epochmult10_v1,2,1.0,1.0,0.0001,28000,10
resnet50_set2_lr6e-05_numtrain28000_augment1_epochmult10_v0,2,1.0,1.0,5.9999999999999995e-05,28000,10
resnet50_set3_lr0.0003_numtrain28000_augment1_epochmult10_v0,3,1.0,1.0,0.0003,28000,10
resnet50_set3_lr0.0001_numtrain28000_augment1_epochmult10_v0,3,1.0,1.0,0.0001,28000,10
resnet50_set3_lr6e-05_numtrain28000_augment1_epochmult10_v0,3,0.9999285340309144,1.0,6e-05,28000,10
resnet50_set4_lr0.0003_numtrain28000_augment1_epochmult10_v0,4,1.0,1.0,0.0003,28000,10
resnet50_set4_lr0.0001_numtrain28000_augment1_epochmult10_v0,4,1.0,1.0,0.0001,28000,10
resnet50_set4_lr6e-05_numtrain28000_augment1_epochmult10_v0,4,1.0,1.0,5.9999999999999995e-05,28000,10
resnet50_set5_lr0.0003_numtrain28000_augment1_epochmult10_v1,5,0.9901071190834044,0.9887499809265136,0.0003,28000,10
resnet50_set5_lr0.0001_numtrain28000_augment1_epochmult10_v1,5,0.99657142162323,0.9882142543792723,0.0001,28000,10
resnet50_set5_lr6e-05_numtrain28000_augment1_epochmult10_v1,5,0.9954999685287476,0.9823214411735536,6e-05,28000,10
resnet50_set6_lr0.0003_numtrain28000_augment1_epochmult10_v1,6,0.9944999814033508,0.9919642806053162,0.0003,28000,10
resnet50_set6_lr0.0001_numtrain28000_augment1_epochmult10_v1,6,0.9961071610450744,0.9908928275108336,0.0001,28000,10
resnet50_set6_lr6e-05_numtrain28000_augment1_epochmult10_v1,6,0.994785726070404,0.983214259147644,5.9999999999999995e-05,28000,10
resnet50_set7_lr0.0003_numtrain28000_augment1_epochmult10_v1,7,0.9863213896751404,0.9842857122421264,0.0003,28000,10
